,Model,Scenario
820,REMIND 2.1,R2p1_SSP2-PkBudg1300
821,REMIND 2.1,R2p1_SSP2-PkBudg900
822,REMIND 2.1,R2p1_SSP5-Base
823,REMIND 2.1,R2p1_SSP5-NDC
824,REMIND 2.1,R2p1_SSP5-NPi
825,REMIND 2.1,R2p1_SSP5-PkBudg1100
826,REMIND 2.1,R2p1_SSP5-PkBudg1300
827,REMIND 2.1,R2p1_SSP5-PkBudg900
828,REMIND 2.1,TechCost-SSP2-B1100-bioH
829,REMIND 2.1,TechCost-SSP2-B1100-ccsH
830,REMIND 2.1,TechCost-SSP2-B1100-coalH
831,REMIND 2.1,TechCost-SSP2-B1100-elh2H
832,REMIND 2.1,TechCost-SSP2-B1100-gasH
833,REMIND 2.1,TechCost-SSP2-B1100-nucH
834,REMIND 2.1,TechCost-SSP2-B1100-oilH
835,REMIND 2.1,TechCost-SSP2-B1100-spvH
836,REMIND 2.1,TechCost-SSP2-B1100-windH
837,REMIND-Buildings 2.0,BEG-Base
838,REMIND-Buildings 2.0,BEG-Budg600
839,REMIND-Buildings 2.0,BEG-Budg600-EG
840,REMIND-Buildings 2.0,BEG-EG
841,REMIND-MAgPIE 1.5,SSP1-19
842,REMIND-MAgPIE 1.5,SSP1-26
843,REMIND-MAgPIE 1.5,SSP1-34
844,REMIND-MAgPIE 1.5,SSP1-45
845,REMIND-MAgPIE 1.5,SSP1-Baseline
846,REMIND-MAgPIE 1.5,SSP2-19
847,REMIND-MAgPIE 1.5,SSP2-26
848,REMIND-MAgPIE 1.5,SSP2-34
849,REMIND-MAgPIE 1.5,SSP2-45
850,REMIND-MAgPIE 1.5,SSP2-60
851,REMIND-MAgPIE 1.5,SSP2-Baseline
852,REMIND-MAgPIE 1.5,SSP5-19
853,REMIND-MAgPIE 1.5,SSP5-26
854,REMIND-MAgPIE 1.5,SSP5-34
855,REMIND-MAgPIE 1.5,SSP5-45
856,REMIND-MAgPIE 1.5,SSP5-60
857,REMIND-MAgPIE 1.5,SSP5-Baseline
858,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000
859,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1600
860,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400
861,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDCi
862,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NDC2030i_1000
863,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi
864,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000
865,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1600
866,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400
867,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy
868,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020
869,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030
870,REMIND-MAgPIE 1.7-3.0,CO_BAU
871,REMIND-MAgPIE 1.7-3.0,CO_Bridge
872,REMIND-MAgPIE 1.7-3.0,CO_CurPol
873,REMIND-MAgPIE 1.7-3.0,CO_GPP
874,REMIND-MAgPIE 1.7-3.0,CO_NDCplus
875,REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_cost100
876,REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_full
877,REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_nofuel
878,REMIND-MAgPIE 1.7-3.0,EMF33_Baseline
879,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_cost100
880,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_full
881,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_limbio
882,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_nobeccs
883,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_nofuel
884,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_none
885,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_cost100
886,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_full
887,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_limbio
888,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nobeccs
889,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nofuel
890,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_none
891,REMIND-MAgPIE 1.7-3.0,EMF33_tax_hi_full
892,REMIND-MAgPIE 1.7-3.0,EMF33_tax_hi_none
893,REMIND-MAgPIE 1.7-3.0,EMF33_tax_lo_full
894,REMIND-MAgPIE 1.7-3.0,EMF33_tax_lo_none
895,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC
896,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff
897,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice
898,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero
899,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff
900,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC
901,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff
902,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice
903,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero
904,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC
905,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff
906,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice
907,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero
908,REMIND-MAgPIE 1.7-3.0,PEP_NDC
909,REMIND-MAgPIE 1.7-3.0,PEP_NPi
910,REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy
911,REMIND-MAgPIE 1.7-3.0,PEP_goodpractice
912,REMIND-MAgPIE 1.7-3.0,PEP_netzero
913,REMIND-MAgPIE 1.7-3.0,SMP_2C_lifesty
914,REMIND-MAgPIE 1.7-3.0,SMP_REF_Def
915,REMIND-MAgPIE 1.7-3.0,SMP_REF_Sust
916,REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_hybrid_def
917,REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_no-transfer_def
918,REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_uniform-pricing_def
919,REMIND-MAgPIE 2.0-4.1,Diff_No-policy_baseline
920,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR
921,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR
922,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-Npi
923,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR
924,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR
925,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-fullCDR
926,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-minCDR
927,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-Npi
928,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000
929,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV
930,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp
931,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_NDCp
932,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f
933,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV
934,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp
935,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_NDCp
936,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1200
937,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1200f
938,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1400
939,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1400f
940,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1600
941,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1600f
942,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1800
943,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1800f
944,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2000
945,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2000f
946,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2500
947,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_2500f
948,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_3000
949,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_3000f
950,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f
951,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f
952,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f
953,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV
954,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp
955,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f
956,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV
957,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp
958,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp
959,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700
960,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700f
961,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800
962,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800f
963,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900
964,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900f
965,REMIND-MAgPIE 2.1-4.2,EN_INDCi2100
966,REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV
967,REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_COV_NDCp
968,REMIND-MAgPIE 2.1-4.2,EN_INDCi2100_NDCp
969,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000
970,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000_COV
971,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000f
972,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000f_COV
973,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200
974,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200f
975,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1400
976,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1400f
977,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1600
978,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1600f
979,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1800
980,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1800f
981,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2000
982,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2000f
983,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f
984,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2500
985,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2500f
986,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_3000
987,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_3000f
988,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f
989,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400
990,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f
991,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500
992,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f
993,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600
994,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV
995,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f
996,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV
997,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700
998,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700f
999,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_800
1000,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_800f
1001,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900
1002,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900f
1003,REMIND-MAgPIE 2.1-4.2,EN_NPi2100
1004,REMIND-MAgPIE 2.1-4.2,EN_NPi2100_COV
1005,REMIND-MAgPIE 2.1-4.2,EN_NoPolicy
1006,REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C
1007,REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-95th
1008,REMIND-MAgPIE 2.1-4.2,NGFS2_Below 2°C - IPD-median
1009,REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies
1010,REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-95th
1011,REMIND-MAgPIE 2.1-4.2,NGFS2_Current Policies - IPD-median
1012,REMIND-MAgPIE 2.1-4.2,NGFS2_Delayed Transition
1013,REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies
1014,REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs)
1015,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050
1016,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-95th
1017,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050 - IPD-median
1018,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-NPi
1019,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000
1020,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NDC
1021,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-NPi
1022,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900
1023,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC
1024,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NPi
1025,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900
1026,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1100
1027,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1300
1028,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900
1029,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Base
1030,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_Npi
1031,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100
1032,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1300
1033,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900
1034,REMIND-Transport 2.1,Transport_Budg1100_Conv
1035,REMIND-Transport 2.1,Transport_Budg1100_Conv-LowD
1036,REMIND-Transport 2.1,Transport_Budg1100_ConvSyn
1037,REMIND-Transport 2.1,Transport_Budg1100_ElecPush
1038,REMIND-Transport 2.1,Transport_Budg1100_ElecPush-LowD
1039,REMIND-Transport 2.1,Transport_Budg1100_H2Push
1040,REMIND-Transport 2.1,Transport_NDC_Conv
1041,REMIND-Transport 2.1,Transport_NPi_Conv
1042,TIAM-ECN 1.1,EN_INDCi2030_1000
1043,TIAM-ECN 1.1,EN_INDCi2030_1000_COV
1044,TIAM-ECN 1.1,EN_INDCi2030_1000_NDCp
1045,TIAM-ECN 1.1,EN_INDCi2030_1000f
1046,TIAM-ECN 1.1,EN_INDCi2030_1000f_COV
1047,TIAM-ECN 1.1,EN_INDCi2030_1000f_NDCp
1048,TIAM-ECN 1.1,EN_INDCi2030_1200
1049,TIAM-ECN 1.1,EN_INDCi2030_1200f
1050,TIAM-ECN 1.1,EN_INDCi2030_1400
1051,TIAM-ECN 1.1,EN_INDCi2030_1400f
1052,TIAM-ECN 1.1,EN_INDCi2030_1600
1053,TIAM-ECN 1.1,EN_INDCi2030_1600f
1054,TIAM-ECN 1.1,EN_INDCi2030_2000
1055,TIAM-ECN 1.1,EN_INDCi2030_2000f
1056,TIAM-ECN 1.1,EN_INDCi2030_2500
1057,TIAM-ECN 1.1,EN_INDCi2030_2500f
1058,TIAM-ECN 1.1,EN_INDCi2030_3000
1059,TIAM-ECN 1.1,EN_INDCi2030_3000f
1060,TIAM-ECN 1.1,EN_INDCi2030_900
1061,TIAM-ECN 1.1,EN_INDCi2030_900f
1062,TIAM-ECN 1.1,EN_INDCi2100
1063,TIAM-ECN 1.1,EN_INDCi2100_COV
1064,TIAM-ECN 1.1,EN_INDCi2100_NDCp
1065,TIAM-ECN 1.1,EN_NPi2020_1000
1066,TIAM-ECN 1.1,EN_NPi2020_1000_COV
1067,TIAM-ECN 1.1,EN_NPi2020_1000f
1068,TIAM-ECN 1.1,EN_NPi2020_1000f_COV
1069,TIAM-ECN 1.1,EN_NPi2020_1200
1070,TIAM-ECN 1.1,EN_NPi2020_1200f
1071,TIAM-ECN 1.1,EN_NPi2020_1400
1072,TIAM-ECN 1.1,EN_NPi2020_1400f
1073,TIAM-ECN 1.1,EN_NPi2020_1600
1074,TIAM-ECN 1.1,EN_NPi2020_1600f
1075,TIAM-ECN 1.1,EN_NPi2020_2000
1076,TIAM-ECN 1.1,EN_NPi2020_2000f
1077,TIAM-ECN 1.1,EN_NPi2020_2500
1078,TIAM-ECN 1.1,EN_NPi2020_2500f
1079,TIAM-ECN 1.1,EN_NPi2020_3000
1080,TIAM-ECN 1.1,EN_NPi2020_3000f
1081,TIAM-ECN 1.1,EN_NPi2020_800
1082,TIAM-ECN 1.1,EN_NPi2020_800f
1083,TIAM-ECN 1.1,EN_NPi2020_900
1084,TIAM-ECN 1.1,EN_NPi2020_900f
1085,TIAM-ECN 1.1,EN_NPi2100
1086,TIAM-ECN 1.1,EN_NPi2100_COV
1087,WITCH 4.6,DISCRATE_Ref_dr2p
1088,WITCH 4.6,DISCRATE_Ref_dr3p
1089,WITCH 4.6,DISCRATE_Ref_dr4p
1090,WITCH 4.6,DISCRATE_Ref_dr5p
1091,WITCH 5.0,CO_2Deg2020
1092,WITCH 5.0,CO_2Deg2030
1093,WITCH 5.0,CO_BAU
1094,WITCH 5.0,CO_Bridge
1095,WITCH 5.0,CO_CurPol
1096,WITCH 5.0,CO_GPP
1097,WITCH 5.0,CO_NDC_2050convergence
1098,WITCH 5.0,CO_NDCplus
1099,WITCH 5.0,EN_INDCi2030_1000
1100,WITCH 5.0,EN_INDCi2030_1000_NDCp
1101,WITCH 5.0,EN_INDCi2030_1000f
1102,WITCH 5.0,EN_INDCi2030_1000f_NDCp
1103,WITCH 5.0,EN_INDCi2030_1200
1104,WITCH 5.0,EN_INDCi2030_1200_NDCp
1105,WITCH 5.0,EN_INDCi2030_1200f
1106,WITCH 5.0,EN_INDCi2030_1200f_NDCp
1107,WITCH 5.0,EN_INDCi2030_1400
1108,WITCH 5.0,EN_INDCi2030_1400_NDCp
1109,WITCH 5.0,EN_INDCi2030_1400f
1110,WITCH 5.0,EN_INDCi2030_1400f_NDCp
1111,WITCH 5.0,EN_INDCi2030_1600
1112,WITCH 5.0,EN_INDCi2030_1600_NDCp
1113,WITCH 5.0,EN_INDCi2030_1600f
1114,WITCH 5.0,EN_INDCi2030_1600f_NDCp
1115,WITCH 5.0,EN_INDCi2030_1800
1116,WITCH 5.0,EN_INDCi2030_1800_NDCp
1117,WITCH 5.0,EN_INDCi2030_1800f
1118,WITCH 5.0,EN_INDCi2030_1800f_NDCp
1119,WITCH 5.0,EN_INDCi2030_2000
1120,WITCH 5.0,EN_INDCi2030_2000_NDCp
1121,WITCH 5.0,EN_INDCi2030_2000f
1122,WITCH 5.0,EN_INDCi2030_2000f_NDCp
1123,WITCH 5.0,EN_INDCi2030_2500
1124,WITCH 5.0,EN_INDCi2030_2500_NDCp
1125,WITCH 5.0,EN_INDCi2030_2500f
1126,WITCH 5.0,EN_INDCi2030_2500f_NDCp
1127,WITCH 5.0,EN_INDCi2030_3000
1128,WITCH 5.0,EN_INDCi2030_3000_NDCp
1129,WITCH 5.0,EN_INDCi2030_3000f
1130,WITCH 5.0,EN_INDCi2030_3000f_NDCp
1131,WITCH 5.0,EN_INDCi2030_500f
1132,WITCH 5.0,EN_INDCi2030_600f
1133,WITCH 5.0,EN_INDCi2030_600f_NDCp
1134,WITCH 5.0,EN_INDCi2030_700f
1135,WITCH 5.0,EN_INDCi2030_700f_NDCp
1136,WITCH 5.0,EN_INDCi2030_800
1137,WITCH 5.0,EN_INDCi2030_800_NDCp
1138,WITCH 5.0,EN_INDCi2030_800f
1139,WITCH 5.0,EN_INDCi2030_800f_NDCp
1140,WITCH 5.0,EN_INDCi2030_900
1141,WITCH 5.0,EN_INDCi2030_900_NDCp
1142,WITCH 5.0,EN_INDCi2030_900f
1143,WITCH 5.0,EN_INDCi2030_900f_NDCp
1144,WITCH 5.0,EN_INDCi2100
1145,WITCH 5.0,EN_INDCi2100_NDCp
1146,WITCH 5.0,EN_NPi2020_1000
1147,WITCH 5.0,EN_NPi2020_1000f
1148,WITCH 5.0,EN_NPi2020_1200
1149,WITCH 5.0,EN_NPi2020_1200f
1150,WITCH 5.0,EN_NPi2020_1400
1151,WITCH 5.0,EN_NPi2020_1400f
1152,WITCH 5.0,EN_NPi2020_1600
1153,WITCH 5.0,EN_NPi2020_1600f
1154,WITCH 5.0,EN_NPi2020_1800
1155,WITCH 5.0,EN_NPi2020_1800f
1156,WITCH 5.0,EN_NPi2020_2000
1157,WITCH 5.0,EN_NPi2020_2000f
1158,WITCH 5.0,EN_NPi2020_2500
1159,WITCH 5.0,EN_NPi2020_2500f
1160,WITCH 5.0,EN_NPi2020_3000
1161,WITCH 5.0,EN_NPi2020_3000f
1162,WITCH 5.0,EN_NPi2020_400f
1163,WITCH 5.0,EN_NPi2020_450
1164,WITCH 5.0,EN_NPi2020_450f
1165,WITCH 5.0,EN_NPi2020_500
1166,WITCH 5.0,EN_NPi2020_500f
1167,WITCH 5.0,EN_NPi2020_600
1168,WITCH 5.0,EN_NPi2020_600f
1169,WITCH 5.0,EN_NPi2020_700
1170,WITCH 5.0,EN_NPi2020_700f
1171,WITCH 5.0,EN_NPi2020_800
1172,WITCH 5.0,EN_NPi2020_800f
1173,WITCH 5.0,EN_NPi2020_900
1174,WITCH 5.0,EN_NPi2020_900f
1175,WITCH 5.0,EN_NPi2100
1176,WITCH 5.0,EN_NoPolicy
1177,WITCH-GLOBIOM 3.1,SSP1-19
1178,WITCH-GLOBIOM 3.1,SSP1-Baseline
1179,WITCH-GLOBIOM 3.1,SSP2-Baseline
1180,WITCH-GLOBIOM 3.1,SSP3-Baseline
1181,WITCH-GLOBIOM 3.1,SSP4-19
1182,WITCH-GLOBIOM 3.1,SSP4-Baseline
1183,WITCH-GLOBIOM 3.1,SSP5-Baseline
1184,WITCH-GLOBIOM 4.2,ADVANCE_NoPolicy
1185,WITCH-GLOBIOM 4.2,EMF30_BCOC-EndU
1186,WITCH-GLOBIOM 4.2,EMF30_Baseline
1187,WITCH-GLOBIOM 4.2,EMF30_CH4-Only
1188,WITCH-GLOBIOM 4.2,EMF30_D_BCOC-Red
1189,WITCH-GLOBIOM 4.2,EMF30_D_Frozen-CH4
1190,WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF
1191,WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF-EndU
1192,WITCH-GLOBIOM 4.2,EMF30_D_Frozen-EF-SLCF
1193,WITCH-GLOBIOM 4.2,EMF30_SLCF
1194,WITCH-GLOBIOM 4.4,CD-LINKS_INDC2030i_1600
1195,WITCH-GLOBIOM 4.4,CD-LINKS_INDCi
1196,WITCH-GLOBIOM 4.4,CD-LINKS_NDC2030i_1000
1197,WITCH-GLOBIOM 4.4,CD-LINKS_NPi
1198,WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000
1199,WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600
1200,WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_400
1201,WITCH-GLOBIOM 4.4,CD-LINKS_NoPolicy
